代码,名称,时间,每股收益,每股净资产,净资产收益率,资产负债率,流动比率,总资产周转率,yield
000738.SZ,航发控制,2018/3/31,0.0507,4.53,1.13,22.5,3.44,0.0771,-20.5
000739.SZ,普洛药业,2018/3/31,0.057,2.64,2.18,46.7,1.23,0.251,12.6
000750.SZ,国海证券,2018/3/31,0.03,3.29,1.01,78.7,0,0.00881,-16.7
000751.SZ,锌业股份,2018/3/31,0.024,1.72,1.41,45.8,1.24,0.451,-28.5
000752.SZ,*ST西发,2018/3/31,0.0127,3,0.424,12.4,3.61,0.0665,-44.6
000753.SZ,漳州发展,2018/3/31,0.027,2.21,1.24,53.7,1.62,0.136,-14.2
000755.SZ,山西路桥,2018/3/31,-0.06,1.39,-4.33,60,0.422,0.311,-19.2
000756.SZ,新华制药,2018/3/31,0.14,5.26,2.71,51.8,1.33,0.265,-17.4
000757.SZ,浩物股份,2018/3/31,0.03,1.4,2.14,44.9,2.15,0.172,-16.8
000758.SZ,中色股份,2018/3/31,0.0468,2.64,1.79,68.2,1.26,0.168,-21.9
000759.SZ,中百集团,2018/3/31,0.03,4.43,0.603,61.2,0.696,0.538,-13.3
000761.SZ,本钢板材,2018/3/31,0.09,4.81,2.13,66.2,0.833,0.194,-9.62
000762.SZ,西藏矿业,2018/3/31,-0.034,4.11,-0.823,14.5,4.89,0.0297,-28.2
000766.SZ,通化金马,2018/3/31,0.0605,4.59,1.33,23.2,1.96,0.0623,-12.6
000767.SZ,晋控电力,2018/3/31,-0.112,2.24,-4.86,84,0.546,0.0563,-6.93
000768.SZ,中航西飞,2018/3/31,0.0098,5.69,0.172,59.5,1.41,0.125,-8.46
000776.SZ,广发证券,2018/3/31,0.2,11.3,1.79,76.8,0,0.0104,-19.5
000777.SZ,中核科技,2018/3/31,-0.0409,3.29,-1.24,38.3,2.01,0.078,-32
000778.SZ,新兴铸管,2018/3/31,0.0946,4.97,1.91,57.5,1.03,0.193,-13.2
000779.SZ,甘咨询,2018/3/31,0.0029,1.6,0.184,52.3,0.792,0.104,0
000780.SZ,ST平能,2018/3/31,-0.004,4.55,-0.0876,16.6,4.72,0.0937,-20.1
000782.SZ,美达股份,2018/3/31,0.035,2.3,1.51,52.7,1.35,0.327,-13.5
000783.SZ,长江证券,2018/3/31,0.06,4.85,1.19,76.2,0,0.0119,-25
000785.SZ,居然之家,2018/3/31,0.27,4.78,5.9,49.3,1.06,0.406,-19.2
000786.SZ,北新建材,2018/3/31,0.274,7.22,3.87,20.6,2.17,0.154,-25.3
000788.SZ,北大医药,2018/3/31,0.02,2,1.23,44.4,2.01,0.249,-9.74
000789.SZ,万年青,2018/3/31,0.368,5.43,7,42.8,1.05,0.201,-4.01
000790.SZ,华神科技,2018/3/31,0.0123,1.96,0.628,35.5,2.25,0.0994,21.3
000791.SZ,甘肃电投,2018/3/31,-0.0966,5.71,-1.68,69.5,1.09,0.0154,-35.8
000792.SZ,*ST盐湖,2018/3/31,-0.0982,6.63,-1.36,72.5,0.497,0.0332,-16.2
000793.SZ,华闻集团,2018/3/31,0.0106,4.94,0.216,36.8,2.34,0.0459,0
000795.SZ,英洛华,2018/3/31,0.015,1.84,0.825,19.3,4.06,0.148,-20.6
000796.SZ,凯撒旅业,2018/3/31,0.0347,2.56,1.37,63.2,1.54,0.296,0
000797.SZ,中国武夷,2018/3/31,0.04,4.8,0.713,62.4,2.15,0.0379,-23.2
000798.SZ,中水渔业,2018/3/31,0.0577,2.21,2.64,30.8,1.82,0.119,-24.4
000799.SZ,酒鬼酒,2018/3/31,0.193,6.22,3.11,21.3,3.5,0.104,20.9
000800.SZ,一汽解放,2018/3/31,0.0321,4.92,0.653,51.9,1.1,0.403,-26.7
000801.SZ,四川九洲,2018/3/31,0.0041,2.28,0.18,53.2,1.76,0.142,-32.1
000802.SZ,ST北文,2018/3/31,0.0176,6.6,0.267,13.1,5.82,0.0268,-10.7
000803.SZ,北清环能,2018/3/31,-0.04,0.576,-6.1,88.6,0.516,0.0471,-24
000806.SZ,ST银河,2018/3/31,-0.0186,1.89,-0.978,35.1,2.89,0.0566,-45.1
000807.SZ,云铝股份,2018/3/31,-0.04,3.74,-1.07,69.8,0.53,0.142,-31.8
000809.SZ,铁岭新城,2018/3/31,0.036,3.8,0.959,47.1,4.35,0.000981,-16
000810.SZ,创维数字,2018/3/31,0.0652,2.61,2.46,63.3,1.42,0.239,2.6
000811.SZ,冰轮环境,2018/3/31,-0.03,4.16,-0.832,47.3,1.25,0.116,-31.8
000812.SZ,陕西金叶,2018/3/31,0.0237,2.67,0.894,37.2,1.15,0.0818,-22.3
000813.SZ,德展健康,2018/3/31,0.0794,2.11,3.84,12.6,7.1,0.149,-3.06
000815.SZ,美利云,2018/3/31,0.01,2.88,0.451,29.3,2.78,0.0886,-33.7
000816.SZ,智慧农业,2018/3/31,-0.0395,2.14,-1.83,43.2,1.05,0.0649,-53.8
000818.SZ,航锦科技,2018/3/31,0.19,3.79,5,32.6,0.874,0.231,-8.19
000819.SZ,岳阳兴长,2018/3/31,0.035,2.53,1.4,13.8,5.26,0.564,-21.8
000820.SZ,*ST节能,2018/3/31,-0.1,1.59,-7.64,64.3,1.97,0.000762,-53.1
000821.SZ,京山轻机,2018/3/31,0.08,5.09,1.8,34.3,1.69,0.147,-23.9
000822.SZ,山东海化,2018/3/31,0.16,3.32,4.89,27.4,2.35,0.291,-7.42
000823.SZ,超声电子,2018/3/31,0.004,5.81,0.0686,31.6,2.04,0.212,-26.8
000825.SZ,太钢不锈,2018/3/31,0.256,4.98,5.29,60.4,0.592,0.246,4.53
000826.SZ,启迪环境,2018/3/31,0.27,12.8,2.02,56.4,0.876,0.0648,-12.8
000828.SZ,东莞控股,2018/3/31,0.214,5.65,3.85,45,0.831,0.0361,-22.5
000829.SZ,天音控股,2018/3/31,0.0038,2.76,0.137,78.6,0.95,0.754,-21.8
000830.SZ,鲁西化工,2018/3/31,0.54,5.86,7.66,60.6,0.237,0.173,-1.24
000831.SZ,五矿稀土,2018/3/31,0.0277,2.09,1.33,3.48,23.3,0.0492,-1.1
000833.SZ,粤桂股份,2018/3/31,0.0469,4.08,1.15,27.7,2.01,0.151,-15.9
000835.SZ,*ST长动,2018/3/31,-0.0543,1.41,-3.69,66.4,0.816,0.0268,-32.3
000836.SZ,富通信息,2018/3/31,0.0173,1.48,1.18,23,2.86,0.185,-0.182
000837.SZ,秦川机床,2018/3/31,0.0061,4.08,0.149,60.7,1.39,0.0799,-13.5
000838.SZ,财信发展,2018/3/31,0.0124,1.63,0.762,80.5,1.63,0.0336,-27.9
000839.SZ,中信国安,2018/3/31,0.0114,1.74,0.656,57.4,0.725,0.0595,-33.8
000848.SZ,承德露露,2018/3/31,0.22,2.27,10.4,17.9,4.82,0.322,22.9
000850.SZ,华茂股份,2018/3/31,0.0977,4.53,2.1,41.4,0.798,0.0704,-11.1
000851.SZ,高鸿股份,2018/3/31,0.0012,4.93,0.0232,53.6,1.55,0.292,-14.6
000852.SZ,石化机械,2018/3/31,-0.14,2.8,-4.93,73.9,1.06,0.0785,-14.4
000856.SZ,冀东装备,2018/3/31,0.0036,1.3,0.272,80.1,0.929,0.195,-38.9
000858.SZ,五粮液,2018/3/31,1.31,15.4,8.91,24.8,3.69,0.185,14.5
000859.SZ,国风塑业,2018/3/31,0.004,1.99,0.199,28,3.03,0.12,-21
000860.SZ,顺鑫农业,2018/3/31,0.641,11.3,5.03,58.3,1.83,0.219,85.2
000861.SZ,海印股份,2018/3/31,0.02,1.45,1.03,68.5,1.64,0.0519,-13.7
000862.SZ,银星能源,2018/3/31,0.0185,3.68,0.505,70,1.31,0.0292,-18.7
000863.SZ,三湘印象,2018/3/31,-0.06,4.57,-1.25,52,4.62,0.0133,-8.13
000868.SZ,安凯客车,2018/3/31,-0.12,1.45,-7.8,86.9,1.02,0.0822,-12.9
000869.SZ,张裕A,2018/3/31,0.7,13.7,5.24,26.4,1.75,0.141,3.34
000875.SZ,吉电股份,2018/3/31,0.0651,3.48,1.89,75.5,0.31,0.0569,-14.5
000876.SZ,新希望,2018/3/31,0.14,5.1,2.85,39.7,0.859,0.339,-12.9
000877.SZ,天山股份,2018/3/31,-0.02,6.97,-0.233,53.4,0.521,0.0414,-36
000878.SZ,云南铜业,2018/3/31,0.0832,4.42,1.98,71.2,0.863,0.334,-16.5
000880.SZ,潍柴重机,2018/3/31,0.06,4.88,1.31,64.1,0.725,0.15,-17.1
000881.SZ,中广核技,2018/3/31,0.0248,5.09,0.489,50,1.65,0.117,-14.8
000882.SZ,华联股份,2018/3/31,0.0022,2.84,0.076,43.1,1.12,0.0224,-17.6
000883.SZ,湖北能源,2018/3/31,0.11,4,2.77,38.6,0.359,0.0638,-5.3
000885.SZ,城发环境,2018/3/31,0.259,4.02,6.67,73.1,0.2,0.0524,-31.8
000886.SZ,海南高速,2018/3/31,0.035,2.72,1.29,17.9,4.33,0.0359,-35.8
000887.SZ,中鼎股份,2018/3/31,0.31,6.42,4.85,47.8,2.36,0.197,-18.4
000888.SZ,峨眉山A,2018/3/31,0.0349,4.12,0.84,18.4,3.3,0.0983,-9.32
000889.SZ,中嘉博创,2018/3/31,0.105,4.38,2.43,16.6,2.59,0.182,-9.38
000890.SZ,法尔胜,2018/3/31,0.0173,2.43,0.702,91.1,1.01,0.0514,-30.4
000892.SZ,欢瑞世纪,2018/3/31,0.0086,3.19,0.271,23,4.23,0.0193,-38.9
000893.SZ,亚钾国际,2018/3/31,-0.0104,4.76,-0.218,8.11,1.84,0.0203,-29.3
000895.SZ,双汇发展,2018/3/31,0.322,4.76,7.02,29.4,1.58,0.518,7.66
000897.SZ,津滨发展,2018/3/31,-0.0064,0.723,-0.881,78.1,1.62,0.00601,-29.2
000898.SZ,鞍钢股份,2018/3/31,0.22,7.13,3.13,43.6,0.934,0.237,-2.93
000899.SZ,赣能股份,2018/3/31,0.0232,4.6,0.505,39.2,0.793,0.0764,-19.5
000900.SZ,现代投资,2018/3/31,0.166,5.78,2.91,61.5,1.09,0.0891,-31.9
000901.SZ,航天科技,2018/3/31,-0.0255,9.23,-0.276,36.8,2.16,0.22,-32.8
000902.SZ,新洋丰,2018/3/31,0.21,4.57,4.81,28.6,2.17,0.332,-3.4
000903.SZ,云内动力,2018/3/31,0.064,2.82,2.29,54.1,1.21,0.155,-17.7
000905.SZ,厦门港务,2018/3/31,0.0224,5.06,0.443,57.3,0.847,0.431,-19.2
000906.SZ,浙商中拓,2018/3/31,0.09,3.73,2.18,76.2,1.21,1.2,-14.5
000908.SZ,景峰医药,2018/3/31,0.0172,2.73,0.634,42.7,2.46,0.0809,-17.2
000909.SZ,数源科技,2018/3/31,0.018,3.33,0.552,67,2.01,0.0807,-26.2
000910.SZ,大亚圣象,2018/3/31,0.104,6.42,1.63,40.2,1.69,0.222,-15.7
000911.SZ,南宁糖业,2018/3/31,-0.6,3.73,-14.8,85.3,0.941,0.0892,-24.2
000912.SZ,泸天化,2018/3/31,0.149,-2.18,0,121,0.25,0.147,0
000913.SZ,钱江摩托,2018/3/31,0.04,5.51,0.818,39.8,1.65,0.19,-22.6
000915.SZ,华特达因,2018/3/31,0.32,6.79,4.79,17.5,2.94,0.162,-20
000917.SZ,电广传媒,2018/3/31,-0.04,7.01,-0.542,52.6,1.6,0.0984,-26.4
000918.SZ,嘉凯城,2018/3/31,-0.05,2.75,-1.81,79.3,1.39,0.0146,-35.5
000919.SZ,金陵药业,2018/3/31,0.0935,5.23,1.8,19.7,3.09,0.203,-11.5
000920.SZ,南方汇通,2018/3/31,0.0259,1.99,1.3,44.9,0.906,0.119,-32.1
000921.SZ,海信家电,2018/3/31,0.21,4.94,4.37,67.4,1.06,0.41,-15.4
000922.SZ,佳电股份,2018/3/31,0.0952,2.95,3.28,42.6,1.83,0.128,-15.2
000923.SZ,河钢资源,2018/3/31,0.05,10.1,0.511,34.6,2.53,0.0843,-36.6
000925.SZ,众合科技,2018/3/31,0.002,5.86,0.0411,59.2,0.981,0.051,-34.5
000926.SZ,福星股份,2018/3/31,0.24,10.7,2.23,75.1,2.22,0.0564,-23.1
000927.SZ,中国铁物,2018/3/31,-0.14,-0.103,0,103,0.359,0.0776,-4.19
000928.SZ,中钢国际,2018/3/31,0.0732,3.7,1.99,63.3,1.33,0.103,-5.18
000929.SZ,兰州黄河,2018/3/31,-0.03,3.92,-0.764,21.8,3.58,0.103,-27.6
000930.SZ,中粮科技,2018/3/31,0.053,1.93,2.77,67.5,0.653,0.311,-22.8
000931.SZ,中关村,2018/3/31,0.0107,2.13,0.504,47.7,1.66,0.0955,-15.6
000932.SZ,华菱钢铁,2018/3/31,0.509,3.94,13.8,78.4,0.69,0.265,12.4
000933.SZ,神火股份,2018/3/31,0.036,3.15,1.16,85.2,0.462,0.0878,-35.9
000935.SZ,四川双马,2018/3/31,0.13,3.95,3.3,25.7,1.44,0.0997,-21.3
000936.SZ,华西股份,2018/3/31,0.01,5.12,0.281,58.9,1.46,0.0501,-21.2
000937.SZ,冀中能源,2018/3/31,0.0813,5.59,1.47,52.9,1.21,0.118,-17.8
000938.SZ,紫光股份,2018/3/31,0.239,24.4,0.983,31.4,1.76,0.237,-14.1
000948.SZ,南天信息,2018/3/31,-0.216,5.69,-3.73,47.2,1.5,0.138,-9.93
000949.SZ,新乡化纤,2018/3/31,0.0018,2.83,0.0647,47.6,1.44,0.164,-24.7
000950.SZ,重药控股,2018/3/31,0.08,3.95,2.03,57.3,1.49,0.372,0
000951.SZ,中国重汽,2018/3/31,0.29,8.69,3.38,76.6,1.22,0.334,-3.86
000952.SZ,广济药业,2018/3/31,0.337,3.35,10.6,50.2,0.676,0.146,-1.54
000953.SZ,河化股份,2018/3/31,-0.134,-0.0547,-1100,102,0.214,0.0797,-33.6
000955.SZ,欣龙控股,2018/3/31,-0.0179,1.33,-1.34,42.7,2.14,0.124,-41.5
000957.SZ,中通客车,2018/3/31,0,4.7,0.043,77.8,1.3,0.0692,-27.7
000958.SZ,东方能源,2018/3/31,0.09,2.3,3.74,71.6,0.546,0.104,-22.4
000959.SZ,首钢股份,2018/3/31,0.0954,5.13,1.88,72.5,0.356,0.108,-16.8
000960.SZ,锡业股份,2018/3/31,0.105,6.66,1.59,61.2,0.77,0.288,-10.9
000961.SZ,中南建设,2018/3/31,0.102,4.02,2.62,90.8,1.41,0.0621,-12.2
000962.SZ,东方钽业,2018/3/31,-0.0657,2.44,-2.66,46.2,1.58,0.118,-23.9
000963.SZ,华东医药,2018/3/31,0.678,9.31,7.56,45.2,2.04,0.47,11.6
000965.SZ,天保基建,2018/3/31,0.23,5.31,4.48,46.5,3.5,0.0936,-13.4
000966.SZ,长源电力,2018/3/31,0.0473,2.97,1.6,63.3,0.329,0.177,-22.2
000967.SZ,盈峰环境,2018/3/31,0.078,3.77,2.08,44.5,1.47,0.14,11.3
000968.SZ,蓝焰控股,2018/3/31,0.11,3.38,3.4,52.7,1.11,0.0478,-18.3
000969.SZ,安泰科技,2018/3/31,0.0094,4.46,0.212,44.2,1.41,0.119,-22.6
000970.SZ,中科三环,2018/3/31,0.04,4.08,0.976,16.1,4.83,0.155,-24
000971.SZ,ST高升,2018/3/31,0.0342,7.24,0.473,6.74,3.8,0.0567,-37.5
000972.SZ,*ST中基,2018/3/31,-0.0129,1.13,-1.14,62.6,0.841,0.0202,-11.2
000973.SZ,佛塑科技,2018/3/31,0.0161,2.3,0.702,55.6,0.993,0.0952,-25.7
000975.SZ,银泰黄金,2018/3/31,0.0822,5.85,1.88,12.5,3.44,0.104,0.447
000976.SZ,华铁股份,2018/3/31,0.01,2.58,0.522,16.3,2.73,0.0415,-37.4
000977.SZ,浪潮信息,2018/3/31,0.0426,5.67,0.754,61.7,1.49,0.411,-3
000978.SZ,桂林旅游,2018/3/31,-0.006,4.2,-0.146,40.9,0.901,0.0426,-21.3
000980.SZ,*ST众泰,2018/3/31,0.07,8.31,0.836,47.5,1.23,0.166,-27.4
000981.SZ,*ST银亿,2018/3/31,0.11,4.56,2.38,56.1,1.46,0.0535,-9.82
000982.SZ,中银绒业,2018/3/31,-0.0919,0.96,-9.12,85.1,0.609,0.0408,-40.6
000983.SZ,山西焦煤,2018/3/31,0.163,5.9,2.81,62.7,0.748,0.125,-4.21
000985.SZ,大庆华科,2018/3/31,-0.057,4.22,-1.35,21.9,2.71,0.657,-27.1
000987.SZ,越秀金控,2018/3/31,0.05,5.86,0.857,76.5,0,0.0163,-22
000988.SZ,华工科技,2018/3/31,0.06,5.26,1.16,39.3,2.03,0.145,-6.34
000989.SZ,九芝堂,2018/3/31,0.164,5.35,3.11,21.7,2.98,0.142,-15.2
000990.SZ,诚志股份,2018/3/31,0.0942,12.8,0.74,21.9,2.16,0.0656,-7.36
000993.SZ,闽东电力,2018/3/31,-0.136,4.75,-2.82,43.5,1.04,0.0183,-28.8
000995.SZ,皇台酒业,2018/3/31,-0.07,-0.878,0,165,0.25,0.0293,-19.2
000996.SZ,中国中期,2018/3/31,0.0137,1.55,0.891,11.4,5.57,0.0143,-29.8
000997.SZ,新大陆,2018/3/31,0.192,4.98,3.94,52.9,1.53,0.122,-24.1
000998.SZ,隆平高科,2018/3/31,0.179,4.85,3.74,49.6,1.49,0.0626,-27
000999.SZ,华润三九,2018/3/31,0.43,10.5,4.21,36.2,1.33,0.206,2.68
001696.SZ,宗申动力,2018/3/31,0.0523,3.34,1.58,47.8,1.27,0.183,-19.2
001872.SZ,招商港口,2018/3/31,0.227,6.69,3.18,26.1,0.819,0.0764,4.64E-08
001896.SZ,豫能控股,2018/3/31,-0.175,5.35,-3.22,67.2,0.812,0.103,-28
001914.SZ,招商积余,2018/3/31,0.101,6.37,1.6,75.6,1.17,0.0802,-21.3
001965.SZ,招商公路,2018/3/31,0.142,7.14,2.01,27.4,1.51,0.0203,-13.1
001979.SZ,招商蛇口,2018/3/31,0.73,8.8,8.09,72.1,1.77,0.0264,-10.2
002001.SZ,新和成,2018/3/31,1.18,12.2,10.2,20.9,4.09,0.161,-1.58
002002.SZ,鸿达兴业,2018/3/31,0.0975,2.34,4.26,57.8,0.805,0.0983,-26
002003.SZ,伟星股份,2018/3/31,0.03,4.14,0.678,15.6,3.1,0.141,0.868
002004.SZ,华邦健康,2018/3/31,0.05,4.7,1.01,54.4,1.47,0.0924,-19.6
002005.SZ,ST德豪,2018/3/31,0.0017,3.48,0.0488,49.3,0.944,0.0655,0
002006.SZ,精功科技,2018/3/31,0.03,2.28,1.18,43,1.6,0.0905,-16
002007.SZ,华兰生物,2018/3/31,0.223,5.24,4.35,6.33,11.2,0.106,7.96
002008.SZ,大族激光,2018/3/31,0.34,6.84,4.91,50.1,1.9,0.112,-2.4
002009.SZ,天奇股份,2018/3/31,0.19,5.57,3.53,57.2,1.22,0.147,-22.9
002010.SZ,传化智联,2018/3/31,0.03,3.55,0.867,53,1.68,0.197,-28
002011.SZ,盾安环境,2018/3/31,0.04,4.81,0.915,67.1,0.926,0.165,-13.4
002012.SZ,凯恩股份,2018/3/31,0.01,2.6,0.45,25.8,2.46,0.15,-30.6
002013.SZ,中航机电,2018/3/31,0.0054,3.55,0.151,51.6,1.44,0.0883,-1.57
002014.SZ,永新股份,2018/3/31,0.13,5.38,2.4,21.8,3.44,0.213,-16.8
002015.SZ,协鑫能科,2018/3/31,-0.008,0.734,-1.1,4.95,14,0.284,-16.7
002016.SZ,世荣兆业,2018/3/31,0.501,3.57,15.1,58.5,2.42,0.133,15.6
002017.SZ,东信和平,2018/3/31,0.023,2.72,0.847,39.4,2.12,0.156,-28.6
002019.SZ,亿帆医药,2018/3/31,0.27,5.63,4.9,21.9,2.37,0.14,-20.4
002020.SZ,京新药业,2018/3/31,0.12,5.38,2.23,19.5,3.39,0.13,8.43
002021.SZ,ST中捷,2018/3/31,-0.02,1.35,-1.23,47.6,1.41,0.174,-31.6
002022.SZ,科华生物,2018/3/31,0.0947,3.98,2.4,22.6,3.29,0.164,-18.5
002023.SZ,海特高新,2018/3/31,0.0474,4.62,1.03,38.4,3.29,0.0163,25.5
002024.SZ,苏宁易购,2018/3/31,0.0119,8.48,0.141,48.3,1.36,0.311,0.0711
002025.SZ,航天电器,2018/3/31,0.15,5.69,2.69,34.3,2.74,0.109,-11.7
002026.SZ,山东威达,2018/3/31,0.06,5.64,1.12,21.3,3.14,0.134,-15.7
002027.SZ,分众传媒,2018/3/31,0.1,0.946,11,25.2,3.81,0.189,-10.1
002028.SZ,思源电气,2018/3/31,-0.01,5.71,-0.173,28.2,3.03,0.0893,3.87
002029.SZ,七匹狼,2018/3/31,0.11,7.35,1.52,33.6,2.08,0.108,-10.3
002030.SZ,达安基因,2018/3/31,0.04,2.4,1.62,42.4,1.88,0.0824,5.08
002031.SZ,巨轮智能,2018/3/31,0.0038,1.37,0.279,52.9,1.8,0.0369,-20.1
002032.SZ,苏泊尔,2018/3/31,0.553,6.81,8.38,38.5,2.18,0.535,33.7
002033.SZ,丽江股份,2018/3/31,0.0839,4.31,1.96,7.71,6.69,0.0504,-11.7
002034.SZ,旺能环境,2018/3/31,0.2,13.8,1.49,33.6,2.1,0.0362,-27.2
002035.SZ,华帝股份,2018/3/31,0.2,3.96,5.14,43.8,1.67,0.337,-6.61
002036.SZ,联创电子,2018/3/31,0.04,3.38,1.18,60.6,1.01,0.176,-19.8
002037.SZ,保利联合,2018/3/31,0.02,6.33,0.244,68.7,1.36,0.129,-33.8
002038.SZ,双鹭药业,2018/3/31,0.266,6.5,4.18,5.93,13.1,0.0942,0.39
002039.SZ,黔源电力,2018/3/31,0.0651,7.78,0.84,73.6,0.375,0.0227,-4.4
002040.SZ,南京港,2018/3/31,0.0702,6.55,1.08,35.1,1.07,0.0357,-20.8
002041.SZ,登海种业,2018/3/31,0.0221,3.21,0.692,12.5,6.96,0.0338,-37
002042.SZ,华孚时尚,2018/3/31,0.23,6.98,3.14,55.2,1.18,0.186,-0.927
002043.SZ,兔宝宝,2018/3/31,0.07,2.14,2.92,30.9,2.26,0.245,-28.7
002044.SZ,美年健康,2018/3/31,-0.04,2.46,-1.53,46.6,1.14,0.0971,0.00209
002045.SZ,国光电器,2018/3/31,0.03,3.47,0.786,65.2,1.35,0.208,-43.4
002046.SZ,国机精工,2018/3/31,0.015,5.04,0.31,34,1.84,0.088,-23.1
002047.SZ,宝鹰股份,2018/3/31,0.06,2.85,2.11,53.6,2.32,0.141,-20.5
002048.SZ,宁波华翔,2018/3/31,0.16,12.5,1.31,39.2,1.58,0.208,-24.7
002049.SZ,紫光国微,2018/3/31,0.0781,5.81,1.35,31.3,3.13,0.0992,-15
002050.SZ,三花智控,2018/3/31,0.12,3.82,3.11,35.9,2.36,0.206,7.07
002051.SZ,中工国际,2018/3/31,0.2,7.61,2.61,50.7,1.71,0.113,-3.16
002052.SZ,ST同洲,2018/3/31,-0.0356,1.21,-2.91,46.6,1.63,0.106,-11.7
002053.SZ,云南能投,2018/3/31,0.0666,4.3,1.56,33.3,2,0.0855,-3.8
002054.SZ,德美化工,2018/3/31,0.0066,4.25,0.156,32.8,1.78,0.114,-27
002055.SZ,得润电子,2018/3/31,0.0706,5.16,1.37,70,1.19,0.179,-17.3
002056.SZ,横店东磁,2018/3/31,0.06,2.85,2.26,27.9,2.38,0.214,-26.6
002057.SZ,中钢天源,2018/3/31,0.14,5.01,2.78,23,4.7,0.18,-13.8
002058.SZ,*ST威尔,2018/3/31,-0.02,1.28,-1.85,13.8,6.82,0.0782,-38.1
002059.SZ,云南旅游,2018/3/31,-0.0286,2.09,-1.36,60.4,1.14,0.0409,-2.24E-07
002060.SZ,粤水电,2018/3/31,0.0188,2.43,0.783,83.1,0.859,0.103,-14
002061.SZ,浙江交科,2018/3/31,0.23,4.37,5.36,75,1.07,0.177,-17.6
002062.SZ,宏润建设,2018/3/31,0.07,2.56,2.92,75.7,1.25,0.164,-20.2
002063.SZ,远光软件,2018/3/31,0.01,3.39,0.3,12.4,6.96,0.104,-25.6
002064.SZ,华峰化学,2018/3/31,0.07,2.09,3.19,36.4,1.69,0.18,-16.1
002065.SZ,东华软件,2018/3/31,0.04,2.88,1.5,36.1,2.35,0.0983,3.61
002066.SZ,瑞泰科技,2018/3/31,0.0257,1.79,1.44,77.2,1,0.244,-26.4
002067.SZ,景兴纸业,2018/3/31,0.09,3.51,2.64,34.2,2.07,0.209,-30.9
002068.SZ,黑猫股份,2018/3/31,0.19,4.56,4.16,55.1,1.11,0.244,-12.1
002069.SZ,獐子岛,2018/3/31,-0.01,0.471,-2.63,89.5,0.948,0.186,-12.5
002072.SZ,*ST凯瑞,2018/3/31,-0.027,0.316,-8.95,91.3,0.753,0.0623,-53.3
002073.SZ,软控股份,2018/3/31,0.02,4.92,0.355,43.8,2.45,0.07,-26.3
002074.SZ,国轩高科,2018/3/31,0.14,7.38,1.94,50.2,1.76,0.0624,-36.1
002075.SZ,沙钢股份,2018/3/31,0.115,1.65,7.24,35,1.67,0.348,0
002076.SZ,ST雪莱,2018/3/31,0.02,1.46,1.17,58.3,1.07,0.0804,-7.5
002077.SZ,大港股份,2018/3/31,-0.03,6.62,-0.483,49.4,1.29,0.0538,-25.3
002078.SZ,太阳纸业,2018/3/31,0.24,4.1,5.81,56.8,0.869,0.192,-11
002079.SZ,苏州固锝,2018/3/31,0.013,2.13,0.622,14.2,5.03,0.236,-20.6
002080.SZ,中材科技,2018/3/31,0.184,11.2,1.67,59,0.951,0.092,-34.9
002081.SZ,金螳螂,2018/3/31,0.209,4.55,4.71,52.2,1.67,0.188,-21.2
002082.SZ,万邦德,2018/3/31,0.04,6.01,0.647,21.2,2.93,1.31,0
002083.SZ,孚日股份,2018/3/31,0.0963,3.76,2.6,53.7,0.994,0.177,5.64
002084.SZ,海鸥住工,2018/3/31,0.0433,3.24,1.35,31.5,2.49,0.204,-21.7
002085.SZ,万丰奥威,2018/3/31,0.1,2.84,3.69,33,2.07,0.256,-22.1
002086.SZ,*ST东洋,2018/3/31,0.0043,4.32,0.1,26.4,2.34,0.0373,-21
002087.SZ,新野纺织,2018/3/31,0.0642,4.04,1.6,62.1,1.62,0.145,-11.1
002088.SZ,鲁阳节能,2018/3/31,0.15,5.49,2.8,19.3,3.3,0.128,-0.00855
002089.SZ,ST新海,2018/3/31,0.0132,1.28,1.06,56.6,0.754,0.0201,-1.14
002090.SZ,金智科技,2018/3/31,0.0896,5.03,1.8,66.1,1.56,0.0985,-28.9
002091.SZ,江苏国泰,2018/3/31,0.14,4.64,3.16,49.7,1.71,0.406,-16.6
002092.SZ,中泰化学,2018/3/31,0.198,8.07,2.28,66.9,0.765,0.179,-18.3
002093.SZ,国脉科技,2018/3/31,0.0634,3.04,2.11,35.2,2.07,0.0806,-15.9
002094.SZ,青岛金王,2018/3/31,0.122,6.47,1.89,43.4,1.79,0.243,-28
002095.SZ,生意宝,2018/3/31,0.05,3.33,1.56,22.7,3.94,0.0573,-28.9
002096.SZ,南岭民爆,2018/3/31,-0.0595,5.3,-1.11,48.8,1.17,0.0963,-8.12
002097.SZ,山河智能,2018/3/31,0.105,4.11,2.57,62.8,1.53,0.0954,-6.66
002098.SZ,浔兴股份,2018/3/31,0.01,3.42,0.27,57.8,1.17,0.165,0
002099.SZ,海翔药业,2018/3/31,0.03,3.21,0.866,27.4,2.3,0.0835,-1.69
002100.SZ,天康生物,2018/3/31,0.06,3.11,1.83,48.2,2.01,0.168,-19.4
002101.SZ,广东鸿图,2018/3/31,0.155,12.4,1.25,41.4,1.19,0.167,-25.5
002102.SZ,ST冠福,2018/3/31,0.0994,2.12,4.81,34.3,1.39,0.383,-12.1
002103.SZ,广博股份,2018/3/31,0.02,3.27,0.74,31.7,1.54,0.176,-44.3
002104.SZ,恒宝股份,2018/3/31,0.06,2.58,2.38,12.8,5.53,0.198,-21.1
